,DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,VIVIENDAS,POBLACIÓN,RANGO_POB
5108,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,NUEVO MONTE GRANDE,-7.191703,-79.642222,0,0,10
5109,LA LIBERTAD,PACASMAYO,GUADALUPE,LA CINTA,-7.252476,-79.463576,0,0,10
5110,LA LIBERTAD,PACASMAYO,GUADALUPE,LA LAGUNA,-7.282503,-79.419885,0,0,10
5111,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,LACHE CHICO,-7.328322,-79.50824,0,0,10
5112,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,COLLIQUE,-7.338477,-79.523987,0,0,10
5113,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,LAS CALABERAS,-7.350925,-79.567248,0,0,10
5114,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,BOCA DEL RIO,-7.339288,-79.589367,0,0,10
5115,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,LA JULIANA,-7.335538,-79.540833,0,0,10
5116,LA LIBERTAD,PACASMAYO,SAN JOSE,SANTA MARIA DE TECAPA,-7.3652,-79.394322,0,0,10
5117,LA LIBERTAD,SANCHEZ CARRION,COCHORCO,CEBADAPAMPA,-7.824857,-77.645108,0,0,10
5118,LAMBAYEQUE,CHICLAYO,CHICLAYO,CHICLAYO,-6.766851,-79.850617,64423,270208,1000000
5119,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,JOSE LEONARDO ORTIZ,-6.762956,-79.834484,35679,156498,1000000
5120,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,FERREÑAFE,-6.638935,-79.788374,8084,33526,100000
5121,LAMBAYEQUE,CHICLAYO,MONSEFU,MONSEFU,-6.878095,-79.872423,5461,23969,100000
5122,LAMBAYEQUE,CHICLAYO,TUMAN,TUMAN,-6.750994,-79.70124,6151,23335,100000
5123,LAMBAYEQUE,CHICLAYO,POMALCA,POMALCA,-6.769883,-79.77535,5046,19812,100000
5124,LAMBAYEQUE,CHICLAYO,PATAPO,PATAPO,-6.735464,-79.634703,4205,16589,100000
5125,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,MOTUPE,-6.150898,-79.714298,3797,16275,100000
5126,LAMBAYEQUE,LAMBAYEQUE,OLMOS,OLMOS,-5.987869,-79.747477,3275,14473,100000
5127,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,PUEBLO NUEVO,-6.640255,-79.796203,3293,13733,100000
5128,LAMBAYEQUE,CHICLAYO,CAYALTI,CAYALTI,-6.89164,-79.56229,3704,12257,100000
5129,LAMBAYEQUE,CHICLAYO,ETEN,ETEN,-6.907062,-79.862475,2625,10539,100000
5130,LAMBAYEQUE,CHICLAYO,PICSI,PICSI,-6.718318,-79.770552,1268,9251,10000
5131,LAMBAYEQUE,LAMBAYEQUE,TUCUME,TUCUME,-6.509915,-79.859036,2118,9241,10000
5132,LAMBAYEQUE,CHICLAYO,REQUE,REQUE,-6.865061,-79.819078,2194,8747,10000
5133,LAMBAYEQUE,LAMBAYEQUE,MORROPE,MORROPE,-6.540254,-80.015643,1978,8680,10000
5134,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,JAYANCA,-6.392831,-79.82281,2013,8185,10000
5135,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,CHONGOYAPE,-6.64312,-79.385269,2115,7842,10000
5136,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,MOCHUMI,-6.547801,-79.864904,1856,7188,10000
5137,LAMBAYEQUE,CHICLAYO,PUCALA,PUCALA,-6.781856,-79.612126,1822,6445,10000
5138,LAMBAYEQUE,CHICLAYO,OYOTUN,OYOTUN,-6.85434,-79.306302,1696,5735,10000
5139,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,ILLIMO,-6.474015,-79.854745,1243,5037,10000
5140,LAMBAYEQUE,CHICLAYO,LAGUNAS,MOCUPE,-6.99107,-79.622672,1349,4818,10000
5141,LAMBAYEQUE,CHICLAYO,SAÑA,SAÑA,-6.918033,-79.583239,1228,4253,10000
5142,LAMBAYEQUE,LAMBAYEQUE,PACORA,PACORA,-6.42857,-79.838773,1054,3943,10000
5143,LAMBAYEQUE,CHICLAYO,SAÑA,SALTUR,-6.811927,-79.638629,1066,3711,10000
5144,LAMBAYEQUE,FERREÑAFE,PITIPO,BATAN GRANDE,-6.482943,-79.652722,798,3106,10000
5145,LAMBAYEQUE,LAMBAYEQUE,SALAS,SALAS,-6.274634,-79.607147,796,3008,10000
5146,LAMBAYEQUE,CHICLAYO,PATAPO,LA CRIA Y PAMPA LA VICTORIA,-6.744311,-79.541633,803,2886,10000
5147,LAMBAYEQUE,CHICLAYO,LAGUNAS,NUEVO MOCUPE,-6.9788,-79.647706,619,2168,10000
5148,LAMBAYEQUE,FERREÑAFE,PITIPO,MOTUPILLO,-6.441981,-79.604664,568,2127,10000
5149,LAMBAYEQUE,LAMBAYEQUE,OLMOS,ALAN GARCIA,-5.991989,-79.730194,585,2017,10000
5150,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,MANUEL ANTONIO MESONES MURO,-6.644926,-79.738764,456,1787,10000
5151,LAMBAYEQUE,CHICLAYO,PICSI,CAPOTE,-6.714169,-79.813576,440,1763,10000
5152,LAMBAYEQUE,CHICLAYO,POMALCA,SAN ANTONIO,-6.777724,-79.777542,435,1760,10000
5153,LAMBAYEQUE,LAMBAYEQUE,MORROPE,LAGARTERA,-6.504999,-79.966875,302,1590,10000
5154,LAMBAYEQUE,CHICLAYO,TUMAN,CALUPE,-6.778798,-79.678789,369,1425,10000
5155,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,CUCULI EL PALMO SAN JUAN,-6.689807,-79.46929,385,1422,10000
5156,LAMBAYEQUE,FERREÑAFE,PITIPO,PITIPO,-6.565959,-79.780739,317,1188,10000
5157,LAMBAYEQUE,LAMBAYEQUE,MORROPE,SANTA ISABEL,-6.484568,-79.962971,246,1127,10000
5158,LAMBAYEQUE,CHICLAYO,ETEN,VILLA EL MILAGRO,-6.898327,-79.842602,286,1118,10000
5159,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,VIRGEN PURISIMA CONCEPCION,-6.616306,-79.930548,189,1060,10000
5160,LAMBAYEQUE,LAMBAYEQUE,MORROPE,EL ROMERO,-6.501869,-80.011282,200,1058,10000
5161,LAMBAYEQUE,LAMBAYEQUE,TUCUME,SAN BERNARDINO,-6.490347,-79.86761,194,1009,10000
5162,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,SAN CARRANCO,-6.334167,-79.767465,280,985,1000
5163,LAMBAYEQUE,LAMBAYEQUE,MORROPE,TRANCA SASAPE,-6.494373,-79.939945,201,979,1000
5164,LAMBAYEQUE,LAMBAYEQUE,MORROPE,TRANCA FANUPE,-6.496742,-79.944391,209,979,1000
5165,LAMBAYEQUE,LAMBAYEQUE,MORROPE,LOS POSITOS,-6.498502,-79.926941,176,879,1000
5166,LAMBAYEQUE,CHICLAYO,SAÑA,SIPAN,-6.81048,-79.603536,295,878,1000
5167,LAMBAYEQUE,CHICLAYO,MONSEFU,CALLANCA,-6.839474,-79.809559,198,864,1000
5168,LAMBAYEQUE,LAMBAYEQUE,TUCUME,SAPAME,-6.482562,-79.822242,166,859,1000
5169,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,ZAPOTAL-TINAJONES,-6.648117,-79.416777,247,850,1000
5170,LAMBAYEQUE,FERREÑAFE,PITIPO,CACHINCHE,-6.522355,-79.80548,223,843,1000
5171,LAMBAYEQUE,CHICLAYO,PATAPO,LAS CANTERAS,-6.71817,-79.598475,226,839,1000
5172,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,CERRO LA VIEJA,-6.215491,-79.702465,210,831,1000
5173,LAMBAYEQUE,LAMBAYEQUE,MORROPE,FANUPE (CASA BLANCA),-6.496492,-79.956085,175,830,1000
5174,LAMBAYEQUE,LAMBAYEQUE,MORROPE,MONTE HERMOSO,-6.465246,-79.958414,190,829,1000
5175,LAMBAYEQUE,LAMBAYEQUE,MORROPE,CHEPITO BAJO,-6.520288,-79.93958,169,827,1000
5176,LAMBAYEQUE,FERREÑAFE,PITIPO,LA ZARANDA,-6.486103,-79.730862,237,821,1000
5177,LAMBAYEQUE,LAMBAYEQUE,MORROPE,EL HORNITO,-6.485097,-79.982495,154,804,1000
5178,LAMBAYEQUE,CHICLAYO,LAGUNAS,TUPAC AMARU - RAFAN,-7.036219,-79.692333,216,787,1000
5179,LAMBAYEQUE,LAMBAYEQUE,OLMOS,INSCULAS,-5.756562,-79.859188,218,784,1000
5180,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LA VIÑA,-6.371917,-79.76626,208,780,1000
5181,LAMBAYEQUE,CHICLAYO,CAYALTI,LA AVIACION-SANTA SOFIA,-6.905992,-79.547345,223,776,1000
5182,LAMBAYEQUE,LAMBAYEQUE,MORROPE,SEQUIONES,-6.46731,-79.938583,158,748,1000
5183,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,TONGORRAPE (LA CAPILLA),-6.05466,-79.67738,207,748,1000
5184,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,NUEVO SAN ISIDRO,-6.545443,-79.91905,148,720,1000
5185,LAMBAYEQUE,FERREÑAFE,PITIPO,PATIVILCA,-6.454603,-79.671605,191,714,1000
5186,LAMBAYEQUE,CHICLAYO,TUMAN,LUYA,-6.690907,-79.703872,218,699,1000
5187,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,PALO BLANCO,-6.144117,-79.697842,181,699,1000
5188,LAMBAYEQUE,LAMBAYEQUE,MORROPE,CARACUCHO,-6.48141,-79.951097,142,683,1000
5189,LAMBAYEQUE,FERREÑAFE,PITIPO,TAMBO REAL,-6.479217,-79.684637,166,655,1000
5190,LAMBAYEQUE,LAMBAYEQUE,OLMOS,CRUCE JAEN NUEVO,-5.994144,-79.693995,165,647,1000
5191,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,VALLE NUEVO,-6.58138,-79.923388,135,645,1000
5192,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PUERTO RICO,-6.310563,-79.761168,152,634,1000
5193,LAMBAYEQUE,LAMBAYEQUE,TUCUME,EL HORCON,-6.499093,-79.879643,145,632,1000
5194,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,EL PAPAYO,-6.177868,-79.693243,153,630,1000
5195,LAMBAYEQUE,LAMBAYEQUE,OLMOS,EL MUERTO,-6.045561,-79.830805,101,624,1000
5196,LAMBAYEQUE,FERREÑAFE,PITIPO,SAN LUIS,-6.45636,-79.631345,170,620,1000
5197,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PAMPA DE LINO,-6.362362,-79.831172,151,616,1000
5198,LAMBAYEQUE,LAMBAYEQUE,TUCUME,LOS BANCES,-6.476235,-79.914867,142,613,1000
5199,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,SOLECAPE,-6.598795,-79.933893,134,609,1000
5200,LAMBAYEQUE,LAMBAYEQUE,MORROPE,FANUPE BARRIO NUEVO,-6.494028,-79.967118,145,597,1000
5201,LAMBAYEQUE,LAMBAYEQUE,OLMOS,MOCAPE,-5.799175,-79.83585,143,590,1000
5202,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PAN DE AZUCAR,-6.42861,-79.726017,132,589,1000
5203,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,SALITRAL,-6.133238,-79.72469,145,586,1000
5204,LAMBAYEQUE,LAMBAYEQUE,OLMOS,LA ESTANCIA,-5.899327,-79.805223,157,584,1000
5205,LAMBAYEQUE,FERREÑAFE,PITIPO,SIME,-6.538553,-79.796705,151,571,1000
5206,LAMBAYEQUE,LAMBAYEQUE,OLMOS,CORRAL DE ARENA LA ESPERA,-5.899938,-79.833197,152,568,1000
5207,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,MARAVILLAS,-6.537465,-79.900057,141,565,1000
5208,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,PUEBLO NUEVO,-6.564596,-79.8943,142,562,1000
5209,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SIALUPE BACA LA CAPILLA SANTA ROSA,-6.613322,-79.894855,120,554,1000
5210,LAMBAYEQUE,CHICLAYO,SAÑA,LA OTRA BANDA,-6.942597,-79.580462,165,550,1000
5211,LAMBAYEQUE,FERREÑAFE,PITIPO,TRES PUENTES A,-6.46639,-79.656573,157,538,1000
5212,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,DESMOTADORA,-6.16107,-79.69937,156,535,1000
5213,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,PUNTO CUATRO,-6.594523,-79.87689,131,533,1000
5214,LAMBAYEQUE,LAMBAYEQUE,OLMOS,EL PUENTE,-5.886155,-79.885017,138,525,1000
5215,LAMBAYEQUE,CHICLAYO,LAGUNAS,LAGUNAS (CANASLOCHE),-7.057959,-79.738481,130,510,1000
5216,LAMBAYEQUE,CHICLAYO,POMALCA,INVERNILLO,-6.754269,-79.780144,153,500,1000
5217,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,ANCHOVIRA,-6.2738,-79.739432,143,497,1000
5218,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,ESCUZA BARAJA,-6.23194,-79.755892,135,487,1000
5219,LAMBAYEQUE,CHICLAYO,MONSEFU,SANTA CATALINA,-6.862423,-79.850446,118,475,1000
5220,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,EL ARROZAL,-6.108715,-79.666648,122,473,1000
5221,LAMBAYEQUE,LAMBAYEQUE,OLMOS,NICHIPO,-5.937722,-79.79405,103,470,1000
5222,LAMBAYEQUE,LAMBAYEQUE,TUCUME,CRUZ BLANCA,-6.496797,-79.873332,97,468,1000
5223,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL PROGRESO (OJO DE TORO),-6.438265,-79.771443,122,463,1000
5224,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,LA PIEDRA,-6.599739,-79.871058,120,463,1000
5225,LAMBAYEQUE,CHICLAYO,TUMAN,RINCONAZO,-6.809728,-79.679806,136,455,1000
5226,LAMBAYEQUE,LAMBAYEQUE,OLMOS,ANCOL CAUTIVO,-5.912567,-80.018773,86,454,1000
5227,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL ARENAL,-6.393958,-79.831692,114,451,1000
5228,LAMBAYEQUE,CHICLAYO,REQUE,MIRAFLORES,-6.888467,-79.832717,113,449,1000
5229,LAMBAYEQUE,LAMBAYEQUE,OLMOS,EL VIRREY,-5.532168,-79.982498,134,448,1000
5230,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,"SIALUPE HUAMANTANGA SECTOR 1
(HUAMANTANGA)",-6.661835,-79.886194,104,447,1000
5231,LAMBAYEQUE,CHICLAYO,PUCALA,COLLIQUE ALTO,-6.804366,-79.547617,127,446,1000
5232,LAMBAYEQUE,LAMBAYEQUE,SALAS,HUMEDADES BAJO,-6.299072,-79.69557,137,442,1000
5233,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PUNTO NUEVE,-6.638982,-79.891111,103,441,1000
5234,LAMBAYEQUE,CHICLAYO,SAÑA,HUACA RAJADA,-6.797785,-79.601838,127,440,1000
5235,LAMBAYEQUE,CHICLAYO,PICSI,SAN MIGUEL,-6.702057,-79.761708,117,439,1000
5236,LAMBAYEQUE,LAMBAYEQUE,MORROPE,CHEPITO OLIVOS,-6.518554,-79.926359,90,439,1000
5237,LAMBAYEQUE,FERREÑAFE,PITIPO,SANTA CLARA,-6.45732,-79.709976,120,437,1000
5238,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,CHOCHOPE,-6.157735,-79.647691,114,436,1000
5239,LAMBAYEQUE,LAMBAYEQUE,OLMOS,CALLEJON DE CASCAJAL,-5.925198,-79.791172,126,434,1000
5240,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,FALA,-6.673702,-79.785605,121,433,1000
5241,LAMBAYEQUE,CHICLAYO,POMALCA,SAN PABLO,-6.82424,-79.799604,103,430,1000
5242,LAMBAYEQUE,CHICLAYO,SAÑA,SAN NICOLAS,-6.93088,-79.613153,140,429,1000
5243,LAMBAYEQUE,LAMBAYEQUE,PACORA,CERRO ESCUTE (ESCUTE),-6.45146,-79.842995,120,429,1000
5244,LAMBAYEQUE,LAMBAYEQUE,OLMOS,IMPERIAL,-5.97256,-79.737537,102,419,1000
5245,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN PEDRO DE SASAPE,-6.459883,-79.881398,101,414,1000
5246,LAMBAYEQUE,LAMBAYEQUE,TUCUME,SASAPE,-6.486095,-79.904902,84,412,1000
5247,LAMBAYEQUE,LAMBAYEQUE,TUCUME,TUCUME VIEJO,-6.507147,-79.833367,95,411,1000
5248,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,LA VIÑA,-6.897734,-79.457594,131,406,1000
5249,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,VILLA SAN JUAN,-6.376655,-79.80682,101,405,1000
5250,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,TEPO,-6.527647,-79.874567,106,405,1000
5251,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,LOS CORONADOS,-6.582178,-79.865643,99,401,1000
5252,LAMBAYEQUE,CHICLAYO,CAYALTI,COJAL,-6.888289,-79.500118,117,396,1000
5253,LAMBAYEQUE,CHICLAYO,MONSEFU,MICARCAPE,-6.852188,-79.837594,102,395,1000
5254,LAMBAYEQUE,CHICLAYO,MONSEFU,CUSTODIO,-6.831624,-79.800884,92,392,1000
5255,LAMBAYEQUE,FERREÑAFE,PITIPO,LOS AGUILARES,-6.48484,-79.716077,103,392,1000
5256,LAMBAYEQUE,LAMBAYEQUE,MORROPE,PUPLAN,-6.478222,-79.929722,80,387,1000
5257,LAMBAYEQUE,CHICLAYO,TUMAN,LA GRANJA,-6.795653,-79.686675,91,384,1000
5258,LAMBAYEQUE,CHICLAYO,MONSEFU,CALAZAN,-6.857754,-79.840818,96,382,1000
5259,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,PUNTO UNO,-6.571962,-79.871522,112,382,1000
5260,LAMBAYEQUE,CHICLAYO,MONSEFU,POMAPE,-6.847336,-79.869875,87,378,1000
5261,LAMBAYEQUE,LAMBAYEQUE,SALAS,TEMPON BAJO,-6.281613,-79.658223,106,377,1000
5262,LAMBAYEQUE,LAMBAYEQUE,TUCUME,SASAPE VIEJO (HACIENDA VIEJA),-6.510507,-79.90471,89,377,1000
5263,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,CAHUIDE,-6.371055,-79.802585,108,376,1000
5264,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,MONDRAGON,-6.181535,-79.739132,100,376,1000
5265,LAMBAYEQUE,LAMBAYEQUE,PACORA,PUEBLO VIEJO,-6.418591,-79.839269,88,375,1000
5266,LAMBAYEQUE,LAMBAYEQUE,MORROPE,SAN SEBASTIAN,-6.517996,-80.012744,77,373,1000
5267,LAMBAYEQUE,FERREÑAFE,PITIPO,SANTA CLARA BAJA,-6.455365,-79.738802,101,372,1000
5268,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,MOLINO DEL CARMEN,-6.124593,-79.667848,106,371,1000
5269,LAMBAYEQUE,LAMBAYEQUE,TUCUME,LOS REYNOZAS,-6.4855,-79.91633,78,368,1000
5270,LAMBAYEQUE,LAMBAYEQUE,TUCUME,BELLA LIDIA,-6.492122,-79.905938,86,365,1000
5271,LAMBAYEQUE,CHICLAYO,REQUE,RAMA REPEPTOR,-6.875592,-79.822095,94,363,1000
5272,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,NORIA NUEVA,-6.310107,-79.720532,98,363,1000
5273,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,CRUZ VERDE,-6.116009,-79.713294,89,360,1000
5274,LAMBAYEQUE,LAMBAYEQUE,OLMOS,SEQUION,-5.870936,-79.843708,92,354,1000
5275,LAMBAYEQUE,CHICLAYO,REQUE,LA CLAKE,-6.864045,-79.807182,89,352,1000
5276,LAMBAYEQUE,CHICLAYO,REQUE,POTRERO,-6.858112,-79.811157,79,351,1000
5277,LAMBAYEQUE,CHICLAYO,PATAPO,PROGRESO,-6.726522,-79.582605,92,347,1000
5278,LAMBAYEQUE,LAMBAYEQUE,MORROPE,SAN ISIDRO,-6.503355,-79.933268,74,347,1000
5279,LAMBAYEQUE,LAMBAYEQUE,OLMOS,SAN CRISTOBAL GRANDE,-5.88573,-79.941148,93,347,1000
5280,LAMBAYEQUE,LAMBAYEQUE,TUCUME,TAYMI,-6.474272,-79.882078,71,347,1000
5281,LAMBAYEQUE,FERREÑAFE,PITIPO,HUACA PARTIDA,-6.486742,-79.743307,89,346,1000
5282,LAMBAYEQUE,CHICLAYO,MONSEFU,VILLA SAUL,-6.835359,-79.81144,89,344,1000
5283,LAMBAYEQUE,LAMBAYEQUE,OLMOS,LAGUNA LARGA,-5.862049,-79.862472,93,344,1000
5284,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CHIRIMOYO ALTO,-6.47841,-79.869333,74,340,1000
5285,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL VERDE,-6.440795,-79.704046,107,340,1000
5286,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,GALLITO,-6.768057,-79.94485,90,339,1000
5287,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,LA CAPILLA,-6.590342,-79.853352,87,338,1000
5288,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,BALDERA,-6.793308,-79.933195,80,338,1000
5289,LAMBAYEQUE,LAMBAYEQUE,MORROPE,OLLERIA,-6.500265,-80.000584,76,337,1000
5290,LAMBAYEQUE,LAMBAYEQUE,OLMOS,ESCUTE,-5.759919,-79.882678,67,337,1000
5291,LAMBAYEQUE,LAMBAYEQUE,OLMOS,LAS PAMPAS,-5.887111,-79.783995,89,337,1000
5292,LAMBAYEQUE,LAMBAYEQUE,TUCUME,LA PAYESA,-6.497945,-79.837692,68,336,1000
5293,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL MARCO,-6.408672,-79.742752,98,334,1000
5294,LAMBAYEQUE,LAMBAYEQUE,MORROPE,LAS MERCEDES,-6.51185,-79.927127,67,332,1000
5295,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,LAS COLMENAS,-6.616233,-79.408042,92,329,1000
5296,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,LETICIA,-6.125147,-79.714658,88,328,1000
5297,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,LA PAVA HUACA BLANCA TRAPICHE,-6.523648,-79.901237,99,327,1000
5298,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,EL ZARCO,-6.173583,-79.74883,80,326,1000
5299,LAMBAYEQUE,LAMBAYEQUE,TUCUME,LA PINTADA,-6.491947,-79.857087,69,326,1000
5300,LAMBAYEQUE,LAMBAYEQUE,OLMOS,EL MILAGRO,-5.939186,-80.107604,62,325,1000
5301,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LA TOMASITA,-6.39621,-79.850167,78,323,1000
5302,LAMBAYEQUE,LAMBAYEQUE,MORROPE,INNECHE,-6.511759,-80.014146,74,318,1000
5303,LAMBAYEQUE,LAMBAYEQUE,PACORA,EL PORVENIR,-6.444673,-79.777305,66,315,1000
5304,LAMBAYEQUE,CHICLAYO,PATAPO,PUENTE TULIPE,-6.731537,-79.561638,81,313,1000
5305,LAMBAYEQUE,CHICLAYO,MONSEFU,PONCOY,-6.857323,-79.872873,67,312,1000
5306,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,LA IGLESIA,-6.48786,-79.845402,76,311,1000
5307,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN JUAN,-6.468265,-79.87562,82,309,1000
5308,LAMBAYEQUE,CHICLAYO,OYOTUN,LA COMPUERTA,-6.849306,-79.352616,122,307,1000
5309,LAMBAYEQUE,LAMBAYEQUE,TUCUME,TABACAL,-6.491039,-79.888454,58,307,1000
5310,LAMBAYEQUE,CHICLAYO,MONSEFU,ALICAN BAJO,-6.831366,-79.791945,68,306,1000
5311,LAMBAYEQUE,LAMBAYEQUE,OLMOS,PASAJE SUR,-5.918539,-79.972789,64,304,1000
5312,LAMBAYEQUE,CHICLAYO,POMALCA,CASA DE MADERA,-6.797572,-79.727906,87,297,1000
5313,LAMBAYEQUE,CHICLAYO,MONSEFU,ALGARROBOS,-6.866841,-79.856865,78,296,1000
5314,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,PRADA,-6.192092,-79.715333,77,296,1000
5315,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,APURLEC,-6.260235,-79.731358,98,296,1000
5316,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN MIGUEL,-6.662658,-79.897045,68,294,1000
5317,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,COLLIQUE,-6.55261,-79.855955,75,293,1000
5318,LAMBAYEQUE,LAMBAYEQUE,OLMOS,EL PUEBLITO,-5.893879,-79.726065,78,292,1000
5319,LAMBAYEQUE,LAMBAYEQUE,OLMOS,FICUAR,-5.918275,-80.095478,62,292,1000
5320,LAMBAYEQUE,LAMBAYEQUE,PACORA,CASA EMBARRADA,-6.406777,-79.870955,83,292,1000
5321,LAMBAYEQUE,CHICLAYO,CHICLAYO,SAN LUIS,-6.825401,-79.813804,71,288,1000
5322,LAMBAYEQUE,LAMBAYEQUE,MORROPE,SANTA ELENA,-6.520764,-79.954227,56,288,1000
5323,LAMBAYEQUE,CHICLAYO,MONSEFU,CUSUPE,-6.858887,-79.844046,68,287,1000
5324,LAMBAYEQUE,LAMBAYEQUE,OLMOS,EL CARDO,-5.856348,-79.883802,67,287,1000
5325,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,SAN ISIDRO,-6.230882,-79.711955,79,285,1000
5326,LAMBAYEQUE,LAMBAYEQUE,PACORA,SAN ISIDRO (HUACA TRAPICHE),-6.453882,-79.922495,59,285,1000
5327,LAMBAYEQUE,LAMBAYEQUE,TUCUME,EL CARMEN,-6.491647,-79.831283,61,284,1000
5328,LAMBAYEQUE,FERREÑAFE,PITIPO,PATAPON,-6.479682,-79.614218,82,282,1000
5329,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,SONOLIPE,-6.158073,-79.694228,89,282,1000
5330,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN ISIDRO,-6.45374,-79.87824,73,280,1000
5331,LAMBAYEQUE,FERREÑAFE,PITIPO,SANTA CLARA ALTA,-6.458162,-79.690918,77,279,1000
5332,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,SANTA ROSA,-6.049857,-79.681352,74,278,1000
5333,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LOS ANGELES,-6.333785,-79.801083,75,277,1000
5334,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,EUREKA,-6.708515,-79.854454,59,275,1000
5335,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CULPON BAJO,-6.457353,-79.85326,72,273,1000
5336,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CHIRIMOYO BAJO,-6.478865,-79.878635,58,273,1000
5337,LAMBAYEQUE,LAMBAYEQUE,OLMOS,ESTANCIA CHICA,-5.891769,-79.805991,72,272,1000
5338,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,CRUCE SANDOVAL,-6.53333,-79.865395,67,271,1000
5339,LAMBAYEQUE,LAMBAYEQUE,SALAS,LA PEÑA,-6.306288,-79.635778,84,269,1000
